Unnamed: 0,n_code,active,last_update,update_count,input_date,lat,lng,x_900913,y_900913,points,extension,date_photo,device_platform,device_model,device_uuid,viewing_angle,rain,bottom,fu_value,fu_processed,fu_observed,sd_depth,application,apk_user_n_code,user_n_code,nickname,user_points,user_photo_count,user_level,p_cloud_cover,p_temperature,p_ph,p_conductivity,p_colour,image,geom,flagged_count,wacodi_processed,image.1,nickname.1,month_year,month,day,image_path,total_pixels,color_pixels,Flag,fu_processed_wacodi_processed,month_year_period
,19511,1,1/14/2022 2:31:32 PM,1,1/14/2022 2:31:31 PM,48.4100068,9.7875377,1089543,6175338,10,png,2022-01-14 13:33:22,Android,SM-G950F,d14aaee0bdd2bdac,18,,,5,5.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19511.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19511.png,lindy,2022-01,1,2022-01-14,./Bilder10/19511.png,4743.0,3591.0,False,,
,19480,1,1/11/2022 10:26:59 AM,1,1/11/2022 10:26:57 AM,48.4749182,9.1755003,1021412,6186231,10,png,2022-01-11 09:28:42,Android,SM-G950F,d14aaee0bdd2bdac,15,,,17,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19480.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19480.png,lindy,2022-01,1,2022-01-11,./Bilder10/19480.png,71838.0,5259.0,True,17.0,
,19478,1,1/11/2022 10:17:04 AM,1,1/11/2022 10:17:03 AM,48.4749182,9.1755003,1021412,6186231,10,png,2022-01-11 09:17:05,Android,SM-G950F,d14aaee0bdd2bdac,0,,1.0,17,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19478.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19478.png,lindy,2022-01,1,2022-01-11,./Bilder10/19478.png,8184.0,3409.0,True,17.0,
,19475,1,1/11/2022 10:01:54 AM,1,1/11/2022 10:01:53 AM,48.4749182,9.1755003,1021412,6186231,10,png,2022-01-11 09:03:56,Android,SM-G950F,d14aaee0bdd2bdac,3,,1.0,16,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19475.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19475.png,lindy,2022-01,1,2022-01-11,./Bilder10/19475.png,2340.0,569.0,True,17.0,
,19472,1,1/11/2022 9:34:44 AM,1,1/11/2022 9:34:42 AM,48.4950561,9.2071395,1024934,6189613,10,png,2022-01-11 08:35:27,Android,SM-G950F,d14aaee0bdd2bdac,15,,1.0,14,13.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19472.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19472.png,lindy,2022-01,1,2022-01-11,./Bilder10/19472.png,8568.0,4133.0,True,13.0,
,19447,1,1/6/2022 10:13:48 AM,1,1/6/2022 10:13:47 AM,48.4102792,9.788034,1089598,6175384,10,png,2022-01-06 09:15:44,Android,SM-G950F,d14aaee0bdd2bdac,17,,,3,4.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,25.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19447.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19447.png,lindy,2022-01,1,2022-01-06,./Bilder10/19447.png,26800.0,13752.0,True,4.0,
,19446,1,1/6/2022 10:12:44 AM,1,1/6/2022 10:12:41 AM,48.4102792,9.788034,1089598,6175384,10,png,2022-01-06 09:14:38,Android,SM-G950F,d14aaee0bdd2bdac,17,,1.0,4,4.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,25.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19446.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19446.png,lindy,2022-01,1,2022-01-06,./Bilder10/19446.png,27966.0,11969.0,True,4.0,
,19443,1,1/6/2022 12:07:32 AM,1,1/5/2022 4:22:16 PM,48.4706672,9.1753444,1021394,6185517,10,png,2022-01-05 15:01:46,Android,SM-G950F,d14aaee0bdd2bdac,13,,,15,16.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,75.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19443.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19443.png,lindy,2022-01,1,2022-01-05,./Bilder10/19443.png,126720.0,24225.0,False,,
,19442,1,1/5/2022 4:22:16 PM,1,1/5/2022 4:22:14 PM,48.4772157,9.1841261,1022372,6186616,10,png,2022-01-05 15:24:09,Android,SM-G950F,d14aaee0bdd2bdac,18,,,18,18.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,75.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19442.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19442.png,lindy,2022-01,1,2022-01-05,./Bilder10/19442.png,11480.0,5686.0,True,18.0,
,19441,1,1/5/2022 4:22:16 PM,1,1/5/2022 4:22:13 PM,48.4706672,9.1753444,1021394,6185517,10,png,2022-01-05 15:02:25,Android,SM-G950F,d14aaee0bdd2bdac,10,,,16,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,75.0,0.0,0.0,0.0,0.0,http://eyeonwater.nl/media/eyeonwater_upload/19441.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19441.png,lindy,2022-01,1,2022-01-05,./Bilder10/19441.png,126720.0,14809.0,False,,
